Participant,Platform,Sector,Task,Status,Success,Start,End,CompletionTime_sec,CogLoadMean,CogLoadPeak,ConfidenceMean,PupilDiameterMean,PupilLightReflexMean,BrightnessMean,HR_Mean,HR_Peak,IBI_Mean,HR_Baseline,IBI_Baseline,HR_Delta,IBI_Delta,EDA_TonicMean,EDA_PeakRateMean,EDA_PeakRateMax,EDA_ValidRatio,NeutralMean,HappyMean,SadMean,AngryMean,SurprisedMean,ScaredMean,DisgustedMean,ConfusedMean,BoredMean,InterestedMean,NegativeAffectMean,GazeValidCount,GazeValidRatio,FixPointValidCount,FixPointValidRatio,EstimatedFixationEpisodes,EstimatedFixationMeanDuration_ms,Movement_FIXATION_Ratio,Movement_SACCADE_Ratio,Movement_UNDEFINED_Ratio,SourceFile
P12,aade,Public,A1,Success,1,2026-03-28 12:40:39.418733200,2026-03-28 12:48:23.155573200,463.73684,0.9023072418343944,1.0,0.0001384568856601,4.028561807268575,2.7906280931741096,211.33082268331796,,,,,,,,,,,,0.7147390169146207,0.0294213915866617,0.0055643731000366,0.0554676693074386,0.0142223645950897,0.0008993587834371,0.0059407831696592,0.0019008398539553,0.0123918633446232,0.0243297039148073,0.0223242751923781,8726.0,0.4240657044272731,3995.0,0.1941488069203479,193.0,327.9896373056995,0.1941488069203479,0.2343393108810808,0.5715118821985712,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P12,aade,Public,A2,Success,1,2026-03-28 12:48:33.107094000,2026-03-28 12:52:12.367048000,219.259954,0.4232222723155706,1.0,0.4178761428161096,3.617477846055752,3.1530040716340677,204.5694594178346,,,,,,,,,,,,0.7763515777285019,0.034342694310438,0.0035284560843699,0.0459066474797187,0.0044166613196322,0.0002099470091941,0.0035531743861546,0.0022971048612652,0.0126458208985024,0.0091600260099889,0.0176627593167477,10386.0,0.7997843831818882,4522.0,0.3482211612505775,238.0,299.6890756302521,0.3482211612505775,0.4547204681965193,0.1970583705529031,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P12,aade,Public,A3,Success,1,2026-03-28 12:52:17.551870200,2026-03-28 12:53:12.552839000,55.000968,0.3416624386239951,1.0,0.6261827340599876,3.725753461842919,3.350472285241187,207.4560915275201,,,,,,,,,,,,0.9026717845348838,0.0013439129767441,0.0032773893488372,0.0200683106511627,0.0264178639302325,0.0004308218372093,0.001010904744186,0.006346918547619,0.0080102712776412,0.014935182,0.008118868248062,2417.0,0.7473716759431045,1179.0,0.3645640074211503,65.0,285.3692307692308,0.3645640074211503,0.3837353123067409,0.2517006802721088,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P12,aade,Public,A4,Success,1,2026-03-28 12:53:21.015822200,2026-03-28 12:56:55.537487000,214.521664,0.2853791808634637,1.0,0.6202956756686477,3.5864755675945186,3.278389135501899,214.1578339111772,,,,,,,,,,,,0.73130831121873,0.0287139275817831,0.0113726971391917,0.0555014920654265,0.0120399790378447,0.0005420845093008,0.0035700616292495,0.0019816528408327,0.0097983784455587,0.0241760899597044,0.0234814169446226,8629.0,0.7123163282152881,4221.0,0.3484398216939078,203.0,329.4679802955665,0.3484398216939078,0.3662704309063893,0.2852897473997028,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P13,aade,Public,A1,Success,1,2026-03-28 14:06:44.592477400,2026-03-28 14:10:00.896249200,196.303771,0.2691275049960063,1.0,0.4892144962420128,3.304172890235623,2.9515195715535145,201.6729233226837,74.86700748127211,89.9622997344985,808.8484001620945,,,,,1.9707776238208927,6.002095922089038,11.1834348556586,1.0,0.6612044690117648,0.0665983306470588,0.0619643334235294,0.0369602792588235,0.0031553899294117,0.0042813675117647,0.0199876001235294,0.0157360757597597,0.0976449992865707,0.0010430378978978,0.0396374042686274,3947.0,0.7884538553735517,2648.0,0.5289652417099481,151.0,275.13907284768214,0.5289652417099481,0.2594886136636036,0.2115461446264482,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P13,aade,Public,A2,Success,1,2026-03-28 14:10:05.261550400,2026-03-28 14:15:35.375380200,330.113829,0.3000406364105083,1.0,0.6114660221482133,3.377524858877282,3.041070036562549,206.9422350933444,75.59867009050043,145.016817135776,803.579446750513,76.96107631658906,783.5100158701201,-1.3624062260886234,20.06943088039281,3.183930007363188,4.661266484946249,5.52538692974028,0.4841772151898734,0.6498639495868347,0.0167622302591036,0.0809987436029411,0.0274195944292717,0.0078768051820728,0.0042619035224089,0.0305870387149859,0.0182818331036931,0.1124564012602349,0.0006751172975852,0.0463351255823996,13891.0,0.7183637585975073,8859.0,0.4581372498319284,484.0,287.8863636363636,0.4581372498319284,0.2594507938149661,0.2824119563531054,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P13,aade,Public,A3,Success,1,2026-03-28 14:15:39.188760200,2026-03-28 14:16:37.891071400,58.702311,0.0200184967250287,0.59714555,0.87953462206372,2.917750286469575,2.9687191295235364,220.49913892078072,75.78619996623782,93.6580725781466,797.240971831874,76.94081827428406,792.0013472183799,-1.1546183080462384,5.239624613494129,3.20552452183972,5.23869190190854,5.46521650115444,1.0,0.6493460447169811,0.0012696608490566,0.1166544259198113,0.0334405033254716,0.005825868985849,0.0003833995754716,0.0011487749528301,0.0102036584782608,0.1064973356608478,0.0,0.0504145680660377,3081.0,0.8843283582089553,2616.0,0.7508610792192881,120.0,346.09166666666664,0.7508610792192881,0.133467278989667,0.1156716417910447,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P13,aade,Public,A4,Success,1,2026-03-28 14:16:47.023076200,2026-03-28 14:20:32.460142400,225.437066,0.2227674139043824,1.0,0.7812783231443458,3.204476401549188,2.974885043220962,216.77888446215135,76.20561662349103,98.462485216204,793.3616792134308,76.56721601337914,790.4172787922007,-0.3615993898881129,2.944400421230057,3.1151173321254824,5.467139397283683,5.71230446473408,1.0,0.6183505631059064,0.0036007223879837,0.0922646506619144,0.0485093608655804,0.0051069176782077,0.0010896289052953,0.0142807642413441,0.0134929345020746,0.0993421789799072,0.0005746252800829,0.0516849252562797,11381.0,0.8719736438859945,7613.0,0.5832822555930126,414.0,289.3695652173913,0.5832822555930126,0.2886913882929819,0.1280263561140055,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P14,aade,Public,A1,Success,1,2026-04-06 10:04:49.175471600,2026-04-06 10:06:14.021492400,84.84602,,,,,,,,,,,,,,,,,,0.3928598605813952,7.293244186046511e-05,0.0346918968863049,0.1777174329715762,0.0004115083462532,0.0001545613953488,0.0127799769121447,0.4225826655297157,0.0,0.0001391080749354,0.0750631022566752,,,,,,,,,,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P14,aade,Public,A2,Success,1,2026-04-06 10:06:59.079248400,2026-04-06 10:13:45.693531600,406.614283,0.2164568060269735,1.0,0.654850736593665,3.1408358515697428,2.9165145580627736,213.0940773735874,,,,,,,,,,,,0.3492241380878341,0.0005420690425531,0.0163618641953082,0.2872454515848336,0.0024884954037097,0.0014653397735951,0.0226220980523731,0.302226894771978,0.0,0.0059964885741758,0.1087431379441716,18377.0,0.7579394539305453,10974.0,0.4526107399158624,543.0,319.6777163904236,0.4526107399158624,0.305617421430339,0.2417718386537985,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P14,aade,Public,A3,Failed,0,2026-04-06 10:13:52.139211400,2026-04-06 10:14:40.707310400,48.568099,0.2499422325425495,0.532266,0.6139670033796457,3.0609711449704764,2.785684048683571,211.4762070163251,,,,,,,,,,,,0.3910809383091787,0.0047520150483091,0.0984631915942029,0.1175936049033816,0.0071688807246376,0.0144764883816425,0.0903230361352657,0.281991582345679,0.0,0.0172863003950617,0.1021266108776167,2016.0,0.7002431399791594,1054.0,0.366099340048628,63.0,261.6666666666667,0.366099340048628,0.334491142757902,0.29940951719347,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P14,aade,Public,A4,Success,1,2026-04-06 10:14:45.634718400,2026-04-06 10:18:07.362814400,201.728096,0.2377361483226237,0.75553291,0.6631926399691229,3.123328993681883,2.884098724411249,197.5720604189268,,,,,,,,,,,,0.3317111147295036,0.0014875624093697,0.0186622705131065,0.3311273801952035,0.0015483310150585,0.0010618211321807,0.0273582631622978,0.2901158745163105,0.0,0.0194044271822272,0.1257159712902026,8840.0,0.7377117583242927,6058.0,0.5055495284987065,270.0,356.72962962962964,0.5055495284987065,0.2339981640657598,0.2604523074355336,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P01,efka,Public,F1,Success,1,2026-02-05 11:19:08.874720800,2026-02-05 11:20:28.285777800,79.411057,0.0179072603875969,0.36163229,0.0,3.536870150852713,1.340894594883721,230.8062015503876,,,,,,,,,,,,0.596376591848276,0.0015633031034482,0.0457713162344827,0.1747628137793103,0.0034821808827586,0.0007616937931034,0.0189279191034482,0.1350804525793103,0.0,0.0,0.0798206830390804,28.0,0.0813953488372093,0.0,0.0,0.0,,0.0,0.0813953488372093,0.9186046511627908,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P01,efka,Public,F2,Success,1,2026-02-05 11:21:38.467032600,2026-02-05 11:21:58.533010800,20.065978,0.3757914847539616,1.0,0.6213862323102585,3.351504987581318,2.970766507381151,216.1092577147623,,,,,,,,,,,,0.7948653782513662,3.9722404371584704e-06,0.0838254927868852,0.011919789125683,9.316956284153006e-05,7.033475409836065e-05,4.891765027322405e-05,0.2273701836065573,0.0,0.0,0.0319313998542805,932.0,0.7773144286905754,531.0,0.4428690575479566,29.0,288.0344827586207,0.4428690575479566,0.3344453711426188,0.2226855713094245,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P01,efka,Public,F3,Success,1,2026-02-05 11:22:09.546090800,2026-02-05 11:22:48.166730600,38.620639,0.3227029100302768,0.53784241,0.894591379515571,3.297049919234429,2.942132260795848,217.71626297577853,,,,,,,,,,,,0.5681003445042492,0.0018526963739376,0.0454221540509914,0.2754324413314447,0.0116884896033994,0.0002831339093484,0.0098771017847025,0.1694886716713881,0.0,0.0,0.1102438990557129,2241.0,0.9692906574394464,1321.0,0.5713667820069204,64.0,326.84375,0.5713667820069204,0.4018166089965398,0.0268166089965397,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P01,efka,Public,F4,Success,1,2026-02-05 11:23:24.170797800,2026-02-05 11:23:46.512416800,22.341619,0.2678094920774385,0.43399499,0.9601024653462396,3.2156909300074457,2.918659069411765,224.0402084884587,,,,,,,,,,,,0.6539638313235295,0.0001618160294117,0.0768396838235294,0.0406110338235294,0.0007136227941176,8.718196078431374e-05,0.0015556010294117,0.219492684117647,0.0,0.0,0.0396687728921568,1334.0,0.9932985852568876,1056.0,0.7862993298585257,46.0,365.3695652173913,0.7862993298585257,0.2069992553983618,0.0067014147431124,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P03,efka,Public,F1,Failed,0,2026-02-27 15:54:25.104652600,2026-02-27 15:55:38.832146600,73.727494,,,,,,,,,,,,,,,,,,0.7486683450114943,0.0363578922068965,0.0121292855172413,0.0259523794252873,0.027361764275862,0.0010185891264367,0.001028346321839,0.0352826833333333,0.0,0.2813770796717171,0.0130366704214559,,,,,,,,,,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P03,efka,Public,F2,Failed,0,2026-02-27 15:55:38.832146600,2026-02-27 15:57:22.770866600,103.93872,0.5270048331948151,1.0,0.2011138623293938,3.8939360707739232,3.202923664515821,182.6730842546702,115.4289196854128,213.328518627184,575.8518184357417,,,,,0.2230114089070785,1.2527543007001314,3.03781964641452,1.0,0.8578579172201493,0.0129453686380597,0.0074947039925373,0.0020726058208955,0.1201714197201492,4.6106977611940296e-05,0.0007261796082089,0.0109955101927194,0.0,0.2328498346038543,0.0034311631405472,1859.0,0.3534220532319391,871.0,0.1655893536121673,41.0,336.8780487804878,0.1655893536121673,0.1857414448669201,0.6486692015209126,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P03,efka,Public,F3,Failed,0,2026-02-27 15:57:33.808607600,2026-02-27 15:58:35.895896600,62.087289,0.3235015887731734,1.0,0.4886590571510359,3.855872706755725,3.51405334648855,181.79661941112323,92.4322084437657,102.405845667023,653.2653515182114,87.29729880002327,689.441650390625,5.134909643742432,-36.176298872413554,0.3108332603925549,1.7958655328884583,2.69759258919419,1.0,0.8405420576119403,0.0197289861791044,0.0092362697313432,0.0156212934328358,0.0208092403880597,8.560934328358209e-05,0.0019011982985074,0.0062478054754098,0.0,0.2822234057704917,0.0089195871542288,1960.0,0.5343511450381679,1471.0,0.4010359869138495,64.0,365.78125,0.4010359869138495,0.1330425299890948,0.4659214830970556,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P03,efka,Public,F4,Failed,0,2026-02-27 15:58:54.752035600,2026-02-27 16:00:33.171886600,98.419851,0.2373495262519493,1.0,0.3786113395408075,3.857011270658465,3.662392025418472,169.7584474094611,132.94244952525165,213.359818102421,487.7031152762883,130.30535698390247,536.9631636770148,2.637092541349176,-49.26004840072648,0.3736380342113388,2.446990454744552,2.6874435922298,1.0,0.8550281437265415,0.0306637508579088,0.015348427613941,0.0083229103753351,0.0207476339678284,0.0001203535924932,0.0020014339678284,0.0167585860347322,0.0,0.2416429311722141,0.0085575906523681,2576.0,0.4463697799341535,1593.0,0.276035349159591,77.0,327.68831168831167,0.276035349159591,0.1703344307745624,0.5536302200658465,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P07,efka,Public,F1,Success,1,2026-03-16 18:07:47.547572400,2026-03-16 18:09:18.146532200,90.598959,,,,,,,,,,,,,,,,,,0.4620290784231806,0.000845509245283,0.0537959321832884,0.2166193952830188,0.0020071163611859,0.0013964481401617,0.0342797769541779,0.0191669994262295,0.024406207232267,0.0001021288114754,0.1015650348068283,,,,,,,,,,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P07,efka,Public,F2,Success,1,2026-03-16 18:09:27.016120200,2026-03-16 18:10:37.718916200,70.702796,0.4379236531397458,1.0,0.5604382187477314,3.7326361668472905,3.0702072046435056,165.20689655172413,,,,,,,,,,,,0.4149987725475286,0.0002247928136882,0.0785960535741444,0.1765826226996197,0.0045001096958174,0.0006696035361216,0.055792787338403,0.0144319250205761,0.0219361570506912,0.0,0.103657154537389,3037.0,0.7878080415045395,1778.0,0.461219195849546,87.0,323.4022988505747,0.461219195849546,0.3263294422827497,0.2124513618677042,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P07,efka,Public,F3,Success,1,2026-03-16 18:10:48.251224200,2026-03-16 18:12:40.893672200,112.642448,0.8919368693491123,1.0,0.273384864915914,4.43163629862971,2.985790442111492,206.4341326689505,,,,,,,,,,,,0.4591648947790339,0.0004984657348406,0.0345716924665981,0.1693105613052415,0.002939874655704,0.0005909730010277,0.046074590544707,0.008723619290928,0.0200567973368421,0.0,0.0833189481055155,3049.0,0.4747742136406104,1889.0,0.2941451261289318,67.0,452.4776119402985,0.2941451261289318,0.1834319526627219,0.5224229212083463,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P07,efka,Public,F4,Success,1,2026-03-16 18:13:02.693492200,2026-03-16 18:14:49.169694200,106.476202,0.6159786729942786,1.0,0.4752126885505404,3.8443871582883022,2.996929868647489,204.30149396058488,,,,,,,,,,,,0.5541958573149492,0.0097129906966618,0.0173299214513788,0.1655510196226415,0.0070801280551523,0.0054425786502177,0.0525359981277213,0.0376263497444633,0.0307527959577922,0.0037853594207836,0.0784723130672472,4451.0,0.7074062301335029,3102.0,0.493006993006993,123.0,403.0081300813008,0.493006993006993,0.229815638906548,0.277177368086459,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P08,efka,Public,F1,Success,1,2026-03-26 14:30:32.755511800,2026-03-26 14:34:19.146630800,226.391119,,,,,,,101.88013999036544,213.342407793387,594.5077902086762,,,,,16.241886072508027,4.385144279444997,6.95799524062719,0.7021276595744681,0.4628830649095966,0.0740658215646731,0.0398278442698191,0.0612057609318497,0.0055317778720445,0.0061424126564673,0.136032771689847,0.0613652429813664,0.0150565667423014,0.0245224066459627,0.0790221256305053,2016.0,0.2719546742209632,468.0,0.0631323350870093,27.0,271.85185185185185,0.0631323350870093,0.2115203021718602,0.7253473627411304,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P08,efka,Public,F2,Success,1,2026-03-26 14:34:23.432290800,2026-03-26 14:34:28.664792800,5.232502,,,,,,,105.41857941886256,108.153305197749,569.724796295166,100.97054441210848,595.0943857326226,4.448035006754083,-25.369589437456625,,,,0.0,0.3541770808333333,0.2651651377083333,0.0224278397916666,0.0063312247916666,0.0001333185416666,0.0001325329166666,0.2379315916666666,0.122701813125,0.0,0.0,0.0888968854166666,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P08,efka,Public,F3,Success,1,2026-03-26 14:34:33.050033800,2026-03-26 14:35:13.584055000,40.534021,,,,,,,104.99831450066672,200.879994311016,580.5950337588745,102.67945957822634,585.652412342384,2.31885492244038,-5.0573785835094895,,,,0.0,0.4457409223999999,0.0643012315599999,0.032799356,0.05450406636,0.0116032573999999,0.0082502990799999,0.1529267356,0.1466421097448979,0.0110125800469483,0.0093063546938775,0.08007671932,762.0,0.3300129926375054,254.0,0.1100043308791684,11.0,367.7272727272728,0.1100043308791684,0.220441749675184,0.6695539194456475,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P08,efka,Public,F4,Success,1,2026-03-26 14:35:17.985933800,2026-03-26 14:36:25.810855800,67.824922,,,,,,,105.75956341852124,182.834288571071,574.6595563171081,103.44435390586187,582.6783866078581,2.315209512659365,-8.018830290749975,16.632701889465167,2.991930744667888,3.39825922075308,0.6593406593406593,0.4523290235845588,0.0649479496874999,0.0224753577573529,0.0252065853860294,0.002892640625,0.0101090611948529,0.1751169222794117,0.0933668408396946,1.1274280230326295e-06,0.0045057654007633,0.0742662884742647,2156.0,0.5576823590274185,1279.0,0.3308329022245215,61.0,332.2950819672131,0.3308329022245215,0.2335747542679772,0.4355923435075013,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P09,efka,Public,F1,Success,1,2026-03-27 09:06:19.759604400,2026-03-27 09:08:49.495702600,149.736098,,,,,,,,,,,,,,,,,,0.5220892514225233,0.0327140597713801,0.055589770254022,0.1079901028535139,0.0326610049449619,0.0095794768162574,0.0295704018120237,0.0659457600618921,0.0072314055280073,0.0607252021927497,0.0643834249731865,1221.0,0.5160608622147084,316.0,0.1335587489433643,24.0,202.625,0.1335587489433643,0.382502113271344,0.4839391377852916,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P09,efka,Public,F2,Success,1,2026-03-27 09:09:09.046741400,2026-03-27 09:09:47.617400600,38.570659,,,,,,,,,,,,,,,,,,0.6125138571361503,0.0486174535680751,0.043987407511737,0.0971334605633802,0.061579620140845,0.016485426713615,0.0286621722065727,0.020838297371134,0.0,0.0794734295876288,0.0565943467605633,884.0,0.3992773261065944,399.0,0.1802168021680217,23.0,272.1304347826087,0.1802168021680217,0.2190605239385727,0.6007226738934056,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P09,efka,Public,F3,Success,1,2026-03-27 09:09:52.883120600,2026-03-27 09:10:27.948780600,35.06566,,,,,,,,,,,,,,,,,,0.4958727668,0.0087772378666666,0.0503655342666666,0.0499560377333333,0.1841730066222222,0.0933015423555555,0.0176768950666666,0.0220056580487804,8.419245810055865e-05,0.1090229426829268,0.0393328223555555,831.0,0.4136386261821801,389.0,0.1936286709805873,22.0,277.6363636363636,0.1936286709805873,0.2200099552015928,0.5863613738178198,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P09,efka,Public,F4,Success,1,2026-03-27 09:10:32.599820600,2026-03-27 09:11:54.468662600,81.868842,,,,,,,,,,,,,,,,,,0.6035870116472303,0.0957604058892128,0.0410436745189504,0.0427054853352769,0.0377701395918367,0.0124492902769679,0.023954416239067,0.0324706424408284,0.0,0.1491806128402367,0.0359011920310981,2411.0,0.5,923.0,0.1914143508917461,48.0,303.2291666666667,0.1914143508917461,0.3090004147656574,0.4995852343425964,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P14,efka,Public,F1,Success,1,2026-04-06 10:44:21.123653000,2026-04-06 10:45:56.521978800,95.398325,,,,,,,,,,,,,,,,,,0.4368936741149425,0.0002054387126436,0.0203465631034482,0.1925152839655172,0.0012159017471264,0.0001742285747126,0.0423835258275862,0.2322049702643678,0.0,1.0229885057471264e-08,0.0850817909655172,,,,,,,,,,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P14,efka,Public,F2,Success,1,2026-04-06 10:46:18.784591000,2026-04-06 10:46:37.015071800,18.23048,0.2536736533333333,0.60250621,0.5918345837362637,3.1687817844139192,2.9081136666849816,173.5448717948718,,,,,,,,,,,,0.4840091185714285,0.0018615564705882,0.0116987539495798,0.0651180716806722,0.0075792113445378,0.0005346742016806,0.0030507058823529,0.260369986880734,0.0,0.0,0.0266225105042016,1041.0,0.9532967032967034,602.0,0.5512820512820513,30.0,317.3,0.5512820512820513,0.402014652014652,0.0467032967032967,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P14,efka,Public,F3,Success,1,2026-04-06 10:46:43.544307000,2026-04-06 10:47:32.014057000,48.46975,0.2438122316655172,0.76670241,0.3262205130275862,3.148913588548276,2.889299113272413,204.7644827586207,,,,,,,,,,,,0.3343676265046297,0.0016394342129629,0.0131907426388888,0.3514462737268519,0.0018271408564814,0.0019034191666666,0.0280469332638888,0.2481269310900473,0.0,0.0010859967772511,0.1308946498765432,1299.0,0.4479310344827586,705.0,0.243103448275862,35.0,318.48571428571427,0.243103448275862,0.2041379310344827,0.5527586206896552,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P14,efka,Public,F4,Success,1,2026-04-06 10:48:36.309682800,2026-04-06 10:49:36.146143000,59.83646,0.2659907697025814,0.57638446,0.5547597373288441,2.9979062175000006,2.708682501400112,218.62149270482604,,,,,,,,,,,,0.3164357565938864,0.0005864901310043,0.0259377477947598,0.3885502498908297,0.0002443501528384,0.0006765398908296,0.0258975205458515,0.2198598482648401,0.0,0.0004402511643835,0.1467951727438136,2194.0,0.6156004489337823,1362.0,0.3821548821548821,80.0,266.65,0.3821548821548821,0.2342873176206509,0.3835578002244669,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\efka\analysis_output\efka_master_dataset.csv
P01,govgr,Public,G1,Success,1,2026-02-05 09:31:55.441197600,2026-02-05 09:32:52.053449600,56.612252,0.3325288842726737,0.95955792,0.6403105397526502,3.5453215165135457,3.1966298637396933,184.89458186101297,,,,,,,,,,,,0.7080809378388998,8.88220235756385e-05,0.0231269394499017,0.0985637423182711,0.02459253064833,0.0006978522986247,0.0383130507269155,0.1153762468172888,0.0002515965029469,0.0,0.0533345774983628,3079.0,0.9066548881036514,1237.0,0.3642520612485276,68.0,285.94117647058823,0.3642520612485276,0.5421083627797408,0.0936395759717314,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\govgr\analysis_output\govgr_master_dataset.csv
P01,govgr,Public,G2,Success,1,2026-02-05 09:33:55.980138600,2026-02-05 09:34:26.670120800,30.689982,0.4824084283839479,1.0,0.6276091618004338,3.605899713904555,3.05546046329718,199.9506507592191,,,,,,,,,,,,0.7357881594285713,0.00090682675,0.0375994737857142,0.1387992105357142,0.0028256242857142,0.0002489675714285,0.0177425051428571,0.1027254569285714,0.0020440594642857,0.0,0.0647137298214285,1760.0,0.9544468546637744,852.0,0.4620390455531453,44.0,305.59090909090907,0.4620390455531453,0.4929501084598698,0.0450108459869848,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\govgr\analysis_output\govgr_master_dataset.csv
P01,govgr,Public,G3,Success,1,2026-02-05 09:34:50.353061600,2026-02-05 09:36:31.200555600,100.847494,0.3203707618347107,1.0,0.7269709873917356,3.405544654743802,3.0840439044479337,185.1,,,,,,,,,,,,0.6949699356941431,5.981442516268981e-05,0.049617767429501,0.1208144281344902,0.0043519227223427,0.0003788833514099,0.0233011017028199,0.1390563914750542,0.0001189239262472,0.0,0.0645777657556037,5453.0,0.9013223140495868,3044.0,0.5031404958677685,135.0,358.53333333333336,0.5031404958677685,0.3986776859504132,0.0981818181818181,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\govgr\analysis_output\govgr_master_dataset.csv
P01,govgr,Public,G4,Success,1,2026-02-05 09:37:00.214507600,2026-02-05 09:39:54.890208800,174.675701,0.3102693689557505,1.0,0.7013492889986648,3.297089711888232,2.973415505062941,204.33702078962423,,,,,,,,,,,,0.5982455679771506,0.0003871741599462,0.0196691948252688,0.2622451192137097,0.0060846486827956,0.0013687241061827,0.027669488313172,0.1274321159944751,9.039320388349516e-07,0.0,0.1031946007840501,9614.0,0.9168415029563228,4569.0,0.435723822239176,246.0,292.4065040650407,0.435723822239176,0.4814037764638565,0.0828724012969673,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\govgr\analysis_output\govgr_master_dataset.csv
P03,govgr,Public,G1,Success,1,2026-02-27 15:04:13.440800400,2026-02-27 15:06:05.609142400,112.168342,0.8351017411642494,1.0,0.1099343304429635,4.272793765507645,2.92947709634261,184.9396315170521,,,,,,,,,,,,0.8526722181569559,0.0085295435790725,0.0032067353269916,0.0084996309869203,0.0876638039239001,0.006721830059453,0.0007429092152199,0.023392771446384,0.0079553570062111,0.3340420525810474,0.0041497585097106,1814.0,0.7119309262166404,1361.0,0.5341444270015698,58.0,373.7241379310345,0.5341444270015698,0.1781789638932496,0.2876766091051805,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\govgr\analysis_output\govgr_master_dataset.csv
P03,govgr,Public,G2,Success,1,2026-02-27 15:06:08.652374200,2026-02-27 15:07:06.600919200,57.948545,0.2711946754445435,1.0,0.5721617553850727,3.986386882343146,3.7074120146060063,191.62860541183468,,,,,,,,,,,,0.8723590964848486,0.0577909968888888,0.0036052033333333,0.005694861090909,0.0158583833131313,0.0050673532323232,0.0007555261818181,0.0162321989896907,0.0,0.2973262449484536,0.0033518635353535,2154.0,0.64049955396967,1152.0,0.3425512934879571,52.0,351.96153846153845,0.3425512934879571,0.2979482604817127,0.35950044603033,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\govgr\analysis_output\govgr_master_dataset.csv
